Plaats,Volgnummer,Puntnaam,Puntnummer,Omschrijving,datum,richting vanuit,X,Y,Picture,Opmerkingen,Personen,Voertuigen,Nakijken
Griend,1,,59305,Oostkaap Griend,1989,,145906.46,585081.71,Griend%2001.jpg,,,,
Griend,2,,59305,Oostkaap Griend,12-Apr-79,Z,145906.46,585081.71,Griend%2002.jpg,"links Ton van Beek, rechts Koos Smit",,,
Griend,3,,59305,Oostkaap Griend,12-Apr-79,,145906.46,585081.71,Griend%2003.jpg,,,,
Griendtsveen,1,Griendtsveen,529305,R.K.K. Griendtsveen,,,189211.14,383857.13,Griendtsveen%2001.jpg,,,,
Griendtsveen,2,Griendtsveen,529305,R.K.K. Griendtsveen,,,189211.14,383857.13,Griendtsveen%2002.jpg,,,,
Griendtsveen,3,Griendtsveen,529305,R.K.K. Griendtsveen,,,189211.14,383857.13,Griendtsveen%2003.jpg,,,,
Griendtsveen,4,Griendtsveen,529305,R.K.K. Griendtsveen,26 juni 1901,NW,189211.14,383857.13,Griendtsveen%2004.jpg,,,,
Griete,1,Zaamslag 4,540314,De Griete 19 Griete,19547,NO,50415.81,374140.28,Griete%2001.jpg,,,,
Grijpskerk,1,Grijpskerk 1,060...,H.K. Grijpskerk,1960,,216222.17,586743.96,Grijpskerk%2001.jpg,,,,
Grijpskerk,2,Grijpskerk 4,60318,G.K. Grijpskerk,1953,WZW,216582.87,586469.95,Grijpskerk%2002.jpg,,,,
Grijpskerk,3,Grijpskerk 4,60318,G.K. Grijpskerk,1960,,216582.87,586469.95,Grijpskerk%2003.jpg,,,,
Grijpskerke,1,Grijpskerke,489319,H.K. Grijpskerke,augustus 1939,W,28341.14,395506.5,Grijpskerke%2001.jpg,,,,
Groede,1,Groede 1,489304,H.K. Groede,Sep-50,W,24109.77,378369.75,Groede%2001.jpg,,,,
Groede,2,Groede 3,489...,Kustlicht Oosterse bos,04-Sep-46,Z,21659.5,380140.11,Groede%2002.jpg,gesloopt?,,,
Groede,3,Groede 5,489305,Kustlicht Oosterse bos,mei 1953,Z,21661.08,380135.91,Groede%2003.jpg,,,,
Groede,4,Groede 1,489304,H.K. Groede,mei 1953,ZW,24109.77,378369.75,Groede%2004.jpg,,,,
Groede,5,Groede 5,489305,Kustlicht Oosterse bos,,,21661.08,380135.91,Groede%2005.jpg,gesloopt?,,,
Groede,6,Groede 1,489304,H.K. Groede,1976,,24109.77,378369.75,Groede%2006.jpg,,,,
Groede,7,Groede 1,489304,H.K. Groede,12 juli 1907,W,24109.77,378369.75,Groede%2007.jpg,,,,
Groede,8,Groede 1,489304,H.K. Groede,5 juni 1961,ZW,24109.77,378369.75,Groede%2008.jpg,,,,
Groede,9,Groede 6,489...,R.K.K. Groede,03-Sep-46,ZW,24143.59,378233.95,Groede%2009.jpg,,,,
Groenendijk (ZH),1,Hazerswoude 5,300315,R.K.K. Groenendijk,1915,W,98329.79,460679.52,Groenendijk%20%28ZH%29%2001.jpg,,,,
Groenendijk (ZL),1,Hontenisse 4,480201,R.K.K. Groenendijk,22 juli 1908,ZW,58958.43,376621.12,Groenendijk%20%28ZL%29%2001.jpg,,,,
Groenendijk (ZL),2,Hontenisse 4,480201,R.K.K. Groenendijk,Sep-52,ZZO,58957.04,376623.4,Groenendijk%20%28ZL%29%2002.jpg,,,,
Groeningen,1,Vierlingsbeek 2,469...,R.K.K. Groeningen,1935,NW,197372.72,402182.28,Groeningen%2001.jpg,,,,
Groenlo,1,Groenlo I,349...,H.K. Groenlo,12 september 1894,NW,239422.95,451163.6,Groenlo%2001.jpg,,,,
Groesbeek,12,Molenberg,469...,Steen RD  Molenberg,juli 1899,,192641.85,421829.83,Groesbeek%2014.jpg,Molenberg,,,
Groesbeek,13,Molenberg,469...,Steen RD  Molenberg,,NW,192641.85,421829.83,Groesbeek%2015.jpg,,,,
Groesbeek,14,Molenberg,469...,Steen RD  Molenberg,,W,192641.85,421829.83,Groesbeek%2016.jpg,,,,
Groesbeek,1,Flierenberg,469101,RD-steen Flierenberg,25 mei 1891,ZO,192114.04,423929.04,Groesbeek%2001.jpg,,,,
Groesbeek,2,Groesbeek 2,469331,R.K.K. Groesbeek,1975,,192669.88,420926.13,Groesbeek%2002.jpg,,,,
Groesbeek,3,Groesbeek 11,469..,Zendmasten Berg en Dalseweg,1948,Z,191450.02,425990.56,Groesbeek%2003.jpg,,,,
Groesbeek,4,Groesbeek 11,469..,Zendmasten Berg en Dalseweg,1948,Z,191450.02,425990.56,Groesbeek%2004.jpg,,,,
Groesbeek,5,Groesbeek 6,469804,Steen RD,1949,W,192641.85,421829.8,Groesbeek%2005.jpg,,,,
Groesbeek,6,Groesbeek 12,469...,Kruis op Canadees kerkhof,1949,ZW,192716.84,423533.88,Groesbeek%2006.jpg,,,,
Groesbeek,7,Groesbeek 12,469...,Kruis op Canadees kerkhof,1949,ZW,192716.84,423533.88,Groesbeek%2007.jpg,,,,
Groesbeek,8,Groesbeek 1,469...,Kerk,1957,Z,192516.16,421250.4,Groesbeek%2008.jpg,,,,
Groesbeek,9,Groesbeek 5,469...,Sanatorium Dekkerswald,1957,N,190028.29,423772.38,Groesbeek%2009.jpg,,,,
Groesbeek,10,Groesbeek 6,469804,Steen RD,1957,NO,192641.85,421829.8,Groesbeek%2010.jpg,,,,
Groesbeek,11,Groesbeek 7,469101,RD-steen Flierenberg,1957,N,192114.04,423929.04,Groesbeek%2011.jpg,,,,
Groeseind,1,Tilburg 25,500...,R.K.K. Groeseind,1973,,134351.25,398317.435,Groeseind%2001.jpg,gesloopt,,,
Groessen,1,Groessen,409326,R.K.K. Groessen,1936,NW,199144.35,438321.56,Groessen%2001.jpg,,,,
Groet,1,Schoorl 4,149302,H.K. Groet,1977,,106444.02,526180.31,Groet%2001.jpg,,,,
Groet,2,Schoorl 4,149302,H.K. Groet,1951,ZO,106444.02,526180.31,Groet%2002.jpg,,,,
Grollo,1,Rolde 2,120301,H.K. Grollo,1973,,241514.26,550498.27,Grollo%2001.jpg,,,,
Grollo,2,Rolde 2,120301,H.K. Grollo,1948,NO,241514.26,550498.27,Grollo%2002.jpg,,,,
Grollo,3,,170206,R.D. steen Grolloërveld,8243,W/ZW,241237.61,547668.41,Grollo%2003.jpg,,,,
Grollo,4,,170206,R.D. steen Grolloërveld,1983,,241237.61,547668.41,Grollo%2004.jpg,,,,
Gronau,1,Gronau (D.),359303,Watertoren Gronau,1984,,267013.46,469926.72,Gronau%20%28Dld%29%2001.jpg,,,,
Gronau,2,Gronau (D.),359303,Watertoren Gronau,1984,,267013.46,469926.72,Gronau%20%28Dld%29%2002.jpg,,,,
Gronau,3,Gronau (D.),359303,Watertoren Gronau,1984,,267013.46,469926.72,Gronau%20%28Dld%29%2003.jpg,,,,
Groningen,1,Groningen 11,079...,G.K. Stationsstraat,1942,W,233531.72,581468.82,Groningen%2001.jpg,,,,
Groningen,2,Groningen 10,079...,Remonstrantsche Kerk,1942,N,233854.03,581427.94,Groningen%2002.jpg,,,,
Groningen,3,Groningen 15,079...,Provinciehuis,1942,W,233994.33,582086.55,Groningen%2003.jpg,,,,
Groningen,4,Groningen 2,79342,A-kerk te Groningen.,1942,W,233470.16,581729.5,Groningen%2004.jpg,,,,
Groningen,5,Groningen 8,079...,G.K. Kraneweg,1942,Z,232979.42,581933.39,Groningen%2005.jpg,gesloopt,,,
Groningen,6,Groningen 6,079...,H.K. Nieuwe Kerk,1942,NW,233440.1,582489.15,Groningen%2006.jpg,,,,
Groningen,7,Groningen 5,079...,R.K.K. H. Martinus,1942,NW,233557.45,582011.19,Groningen%2007.jpg,,,,
Groningen,8,Groningen 3,079...,R.K.K. H. Jozef,1942,Z,234206.24,581545.34,Groningen%2008.jpg,,,,
Groningen,9,Groningen 1,79112,Martinitoren Groningen,4 augustus 1904,ZW,233883.07,582065.07,Groningen%2009.jpg,,,,
Groningen,10,Groningen 14,79310,Heilig Hartkerk Groningen,1942,NO,233073.78,582876.9,Groningen%2010.jpg,,,,
Groningen,11,Groningen 13,79308,Watertoren,1942,N,232617.52,581977.06,Groningen%2011.jpg,,,,
Gronsveld,1,Gronsveld,610314,R.K.K. Gronsveld,1973,,179156.26,313660.4,Gronsveld%2001.jpg,,,,
Gronsveld,2,Gronsveld,610314,R.K.K. Gronsveld,1973,,179156.26,313660.4,Gronsveld%2002.jpg,,,,
Gronsveld,3,Gronsveld,610314,R.K.K. Gronsveld,1973,,179156.26,313660.4,Gronsveld%2003.jpg,,,,
Gronsveld,4,,610503,Kasteel Rijckholt Gronsveld,1994,,178978.89,312234.81,Gronsveld%2004.jpg,,,,
Gronsveld,5,,610503,Kasteel Rijckholt Gronsveld,1994,,178978.89,312234.81,Gronsveld%2005.jpg,,,,
Gronsveld,6,,610503,Kasteel Rijckholt Gronsveld,1994,,178978.89,312234.81,Gronsveld%2006.jpg,,,,
Gronsveld,7,Gronsveld,610314,R.K.K. Gronsveld,,,179156.26,313660.4,Gronsveld%2007.jpg,,,,
Groot Duivendrecht,1,Groot Duivendrecht,250307,R.K.K. Groot Duivendrecht,7 mei 1913,ZW,124358.58,481952.12,Groot%20Duivendrecht%2001.jpg,,,,
Groot Meers,1,,590306,R.K.K. Groot Meers,1975,,179803.93,330310.69,Groot%20Meers%2001.jpg,,,,
Groot Schermer,1,Groot Schermer,199317,H.K. Groot Schermer,,,118653.68,510686.34,Groot%20Schermer%2001.jpg,,,,
Groot Schermer,2,Groot Schermer,199317,H.K. Groot Schermer,,,118653.68,510686.34,Groot%20Schermer%2002.jpg,,,,
Groot Schermer,3,Groot Schermer,199317,H.K. Groot Schermer,13 juli 1936,ZO,118653.68,510686.34,Groot%20Schermer%2003.jpg,,,,
Groot Schoot,1,Groot Schoot,570311,R.K.K. Budel-Schoot,1 juni 1933,ZO,167434.26,362590.9,Groot%20Schoot%2001.jpg,,,,
Groot-Ammers,1,Groot-Ammers,389330,H.K. Groot Ammers,17 juli 1916,Z,115806.86,437355.32,Groot%20Ammers%2001.jpg,,,,
Groot-Ammers,2,Groot-Ammers,389330,H.K. Groot Ammers,12 juli 1956,Z,115806.86,437355.32,Groot%20Ammers%2002.jpg,,,,
Groot-Ammers,3,Groot-Ammers,389330,H.K. Groot Ammers,1964,,115806.86,437355.32,Groot%20Ammers%2003.jpg,,,,
Groote Keeten,1,Callantsoog 2,149205,Steen RD Grootekeeten,1972,,109872.57,541774.89,Groote%20Keeten%2001.jpg,,,,
Groote Keeten,2,Callantsoog 2,149205,Steen RD Grootekeeten,1972,,109872.57,541774.89,Groote%20Keeten%2002.jpg,,,,
Groote Lindt,1,Groote Lindt 2,309302,H.K. Groote Lindt,mei 1936,ZW,102356.78,425080.7,Groote%20Lindt%2001.jpg,,,,
Grootebroek,1,Grootebroek 5,209...,R.K.K. Grootebroek,1937,ZW,143877.59,523385.57,Grootebroek%2001.jpg,,,,
Grootebroek,2,Grootebroek 4,209304,H.K. Grootebroek,1974,,143623.97,523366.84,Grootebroek%2002.jpg,,,,
Grootebroek,3,Grootebroek 4,209304,H.K. Grootebroek,1976,,143623.97,523366.84,Grootebroek%2003.jpg,,,,
Grootebroek,4,Grootebroek 4,209304,H.K. Grootebroek,13681,NO,143623.97,523366.84,Grootebroek%2004.jpg,,,,
Grootegast,1,Grootegast 2,060...,H.K. Grootegast,1960,,214554.33,580722.07,Grootegast%2001.jpg,,,,
Grootegast,2,Grootegast 7,060...,Raadhuis,1960,,214526.36,581165.31,Grootegast%2002.jpg,,,,
Grootegast,3,Grootegast 7,060...,Raadhuis,,NNO,214526.36,581165.31,Grootegast%2003.jpg,,,,
Grootegast,4,Grootegast 13,060...,G.K. Grootegast,,Z,214412.67,581140.78,Grootegast%2004.jpg,,,,
Grootegast,5,Grootegast 2,60308,H.K. Grootegast,1953,NW,214554.33,580722.07,Grootegast%2005.jpg,,,,
Gross Burlo,1,Gross Burlo 2,410…,Klooster Mariengarden  Gross Burlo,1969,,250750.06,436204.67,Gross%20Burlo%2001.jpg,,,,
Grosthuizen,1,Averhorn 1,190801,H.K. Grosthuizen,15-Sep-10,ZW,127197.11,514549.5,Grosthuizen%2001.jpg,gesloopt,,,
Grote Heide,1,,580320,Watertoren Groote Heide,1974,,211706.85,373627.19,Grote%20Heide%2001.jpg,,,,
Grote Heide,2,,580320,Watertoren Groote Heide,1974,,211706.85,373627.19,Grote%20Heide%2002.jpg,,,,
Grouw,1,Grouw,119207,H.K. Grouw,1960,,185323.97,567931.33,Grouw%2001.jpg,,,,
Grouw,2,Grouw,119207,H.K. Grouw,,,185323.97,567931.33,Grouw%2002.jpg,,,,
Grouw,3,Grouw,119207,H.K. Grouw,13 mei 1925,,185323.97,567931.33,Grouw%2003.jpg,,,,
Grubbenvorst,1,Grubbenvorst 8,520...,Ursulinnenklooster,1949,ZO,207266.5,381809.96,Grubbenvorst%2001.jpg,,,,
Grubbenvorst,2,Grubbenvorst 2,520...,Ursulinnenklooster,1945,O,207266.5,381809.96,Grubbenvorst%2002.jpg,,,,
Grubbenvorst,3,Grubbenvorst 6,520...,Raadhuis,1949,ZW,207991.04,381411.58,Grubbenvorst%2003.jpg,,,,
Grubbenvorst,4,Grubbenvorst 10,520203,R.K.K. Grubbenvorst,1956,,208063.37,381485.75,Grubbenvorst%2004.jpg,,,,
Gulpen,1,,629...,Kasteel Neubourg,,,189900.03,313228.92,Gulpen%2001.jpg,,,,
Gulpen,2,,629374,CAI Mast,,,189856.19,314412.65,Gulpen%2002.jpg,,,,
Gulpen,3,,629374,Gebouw CAI Mast,,,189856.19,314412.65,Gulpen%2003.jpg,,,,
Gulpen,4,Gulpen 3,629...,alleenst.toren R.K.K. Gulpen,18 juni 1930,ZO,190480.17,314244.02,Gulpen%2004.jpg,,,,
Guttecoven,1,,609309,R.K.K. Guttecoven,1958,ZW,185239.17,336043.34,Guttecoven%2001.jpg,,,,
Guttecoven,2,,609309,R.K.K. Guttecoven,,,185239.17,336043.34,Guttecoven%2002.jpg,,,,
Guttecoven,3,,609309,R.K.K. Guttecoven,,,185198.46,336064.93,Guttecoven%2003.jpg,,,,
Haaften,1,Haaften 1,459327,H.K. Haaften,1943,Z,143100.91,424869.65,Haaften%2001.jpg,,,,
Haaften,2,Haaften 1,459327,H.K. Haaften,1979,,143100.91,424869.65,Haaften%2002.jpg,,,,
Haaksbergen,1,Haaksbergen 1,340203,R.K.K. Haaksbergen,1984,,247724.3,463792.31,Haaksbergen%2001.jpg,,,,
Haaksbergen,2,Haaksbergen 1,340203,R.K.K. Haaksbergen,25 juni 1891,,247724.3,463792.31,Haaksbergen%2002.jpg,,,,
Haaksbergen,3,Haaksbergen 6,340...,Textielfabriek Jordaan,oktober 1946,,247681.32,464223.52,Haaksbergen%2003.jpg,,,,
Haaksbergen,4,Haaksbergen 11,304308,Brandtoren Laakmorsbrug,,,250694.4,462961.57,Haaksbergen%2004.jpg,,,,
Haaksbergen,5,Haaksbergen 11,304308,Brandtoren Laakmorsbrug,,,250694.4,462961.57,Haaksbergen%2005.jpg,,,,
Haaksbergen,6,Haaksbergen 8,340...,Twentse kabelfabriek,oktober 1946,,246750.54,463919.34,Haaksbergen%2006.jpg,,,,
Haaksbergen,7,Haaksbergen 1,340203,R.K.K. Haaksbergen,augustus 1950,NW,247724.3,463792.31,Haaksbergen%2007.jpg,,,,
Haaksbergen,8,Haaksbergen 7,340...,Coöp. Zuivelfabriek,oktober 1946,,248280.49,464030.53,Haaksbergen%2008.jpg,,,,
Haaksbergen,9,Haaksbergen 1,340203,R.K.K. Haaksbergen,1986,,248656.89,464901.81,Haaksbergen%2009.jpg,,,,
Haaksbergen,10,Haaksbergen 1,340203,R.K.K. Haaksbergen,1986,,248656.89,464901.81,Haaksbergen%2010.jpg,,,,
Haalderen,1,Haalderen,409321,R.K.K. Haalderen,,,192236.51,433157.67,Haalderen%2001.jpg,,,,
Haalderen,2,Haalderen,409321,R.K.K. Haalderen,,,192236.51,433157.67,Haalderen%2002.jpg,,,,
Haalderen,3,Haalderen,409321,R.K.K. Haalderen,1979,,192236.51,433157.67,Haalderen%2003.jpg,,,,
Haamstede,1,Haamstede 8,420...,Kasteel Haamstede,juni 1949,N,41255.85,413395.54,Haamstede%2001.jpg,,,,
Haamstede,2,Haamstede 7,420...,H.K. Haamstede,1965,,41378.42,413389.4,Haamstede%2002.jpg,,,,
Haamstede,3,Haamstede 7,420...,H.K. Haamstede,oktober 1948,Z,41378.42,413389.4,Haamstede%2003.jpg,,,,
Haamstede,4,Haamstede 6,429303,Uitzichttoren pompstation,juni 1949,ZW,38579.88,412843.64,Haamstede%2004.jpg,,,,
Haamstede,5,Haamstede 6,429303,Uitzichttoren Pompstation,1965,,38579.88,412843.64,Haamstede%2005.jpg,,,,
Haamstede,6,Haamstede 3,429101,Vuurtoren Haamstede,12-Sep-61,,37808.43,414708.01,Haamstede%2006.jpg,,,,
Haamstede,7,Haamstede 5,420204,Plompetoren Koudekerke,18050,ZW,43519.7,411748.06,Haamstede%2007.jpg,,,,
Haamstede,8,Haamstede 5,420204,Plompetoren Koudekerke,1969,O,43519.7,411748.06,Haamstede%2008.jpg,,,,
Haansberg,1,Haansberg,500...,Steen R. D,1 augustus 1905,ZW,122876.47,397513.95,Haansberg%2001.jpg,,,,
Haaren (Nbr),1,Haaren 4,459304,R.K.K. Haaren,,,143955.91,401495.9,Haaren%20%28Nbr%29%2001.jpg,,,,
Haaren (Nbr),2,Haaren 4,459304,R.K.K. Haaren,,,143955.91,401495.9,Haaren%20%28Nbr%29%2002.jpg,,,,
Haaren (Nbr),3,Haaren 4,459304,R.K.K. Haaren,,,143955.91,401495.9,Haaren%20%28Nbr%29%2003.jpg,,,,
Haaren (Nbr),4,Haaren 4,459304,R.K.K. Haaren,juli 1936,Z,143955.91,401495.9,Haaren%20%28Nbr%29%2004.jpg,,,,
Haaren (Nbr),5,Haaren 4,459304,R.K.K. Haaren,juli 1936,ZW,143955.91,401495.9,Haaren%20%28Nbr%29%2005.jpg,,,,
Haarener Steinkreuz (Dld),1,Haarener Steinkreuz (Dld),620202,Haarener Steinkreuz (Dld),,,208042.97,312437.27,Haarener%20Steinkreuz%20%28Dld%29%2001.jpg,,,,
Haarle,1,,289322,R.D. Steen Tunnelweg,1986,,223922.36,487442.3,Haarle%2001.jpg,,,,
Haarlem,1,Haarlem 17,259...,Cellulaire gevangenis,1940,Z,104535.49,488662.81,Haarlem%2001.jpg,,,,
Haarlem,2,Haarlem 45,259...,G.K. Noordschoterkerk,1952,O,104674.95,491147.79,Haarlem%2002.jpg,Spaarnrijkstraat,,,
Haarlem,3,Haarlem 12,259...,Lutherse kerk,17 juli 1916,ZO,103547.75,488704.86,Haarlem%2003.jpg,Witte Heerenstraat,,,
Haarlem,4,Haarlem 13,259...,Kapel R.K. kerkhof,17 juli 1916,W,104361.12,490384.77,Haarlem%2004.jpg,Schoterweg,,,
Haarlem,5,Haarlem 14,259...,"R.K.K. H. Johannes de Dooper, Amsterdamsestraat",2 juli 1916,O,104742.44,488107.82,Haarlem%2005.jpg,,,,
Haarlem,6,Haarlem 15,259...,R.K.K. Paul Krügerstraat,1940,Z,104324.26,489683.44,Haarlem%2006.jpg,,,,
Haarlem,7,Haarlem 16,259...,Amsterdamse Poort,1940,Z,104558.66,488339.26,Haarlem%2007.jpg,,,,
Haarlem,8,Haarlem 7,259...,Herv. Janskerk,19 juli 1916,ZO,103974.06,488641.83,Haarlem%2008.jpg,,,,
Haarlem,9,Haarlem 8,259...,R.K.K. Antonius Nwe Groenmarkt,1940,ZW,103710.64,488585.47,Haarlem%2009.jpg,,,,
Haarlem,10,Haarlem 41,259...,Aula begraafplaats,1940,Z,105356.44,493088.87,Haarlem%2010.jpg,Vergierdeweg,,,
Haarlem,11,Haarlem 19,259...,Huis 'ter Kleef',5 juli 1916,Z,103862.42,490033.06,Haarlem%2011.jpg,,,,
Haarlem,12,Haarlem 34,259...,H.K. Nieuwe Kerk Haarlem,1940,N,103407.81,487985.42,Haarlem%2012.jpg,,,,
Haarlem,13,Haarlem 36,259...,G.K. Zuidoosterkerk,1940,Z,105006.23,487466.22,Haarlem%2013.jpg,Richard Holkade,,,
Haarlem,14,Haarlem 37,259...,Oud Katholieke Kerk,1940,ZO,103509.77,488946.32,Haarlem%2014.jpg,Kinderhuissingel,,,
Haarlem,15,Haarlem 38,259...,"H.K.Van Egmomndstraat, Haarlem",1940,W,104607,490936.73,Haarlem%2015.jpg,Van Egmondstraat,,,
Haarlem,16,Haarlem 33,259...,H.K. Bakenessertoren,1940,O,104232.94,488444.26,Haarlem%2016.jpg,,,,
Haarlem,17,Haarlem 29,259...,G.K. Wilhelminakerk,1949,NW,103634.74,488337.97,Haarlem%2017.jpg,Ged. Oude gracht,,,
Haarlem,18,Haarlem 29,259...,G.K. Wilhelminakerk,1940,N,103634.74,488337.97,Haarlem%2018.jpg,Ged. Oude gracht,,,
Haarlem,19,Haarlem 27,259...,H.K. Zomerkade,1940,Z,104920.2,487913.89,Haarlem%2019.jpg,Zomerkade,,,
Haarlem,20,Haarlem 28,259...,H.K. Noorderkerk ,1940,NO,103704.52,489831,Haarlem%2020.jpg,Velzerstraat ,,,
Haarlem,21,Haarlem 26,259...,H.K. Ramplaan,1940,O,101565.72,488385.24,Haarlem%2021.jpg,Ramplaan,,,
Haarlem,22,Haarlem 22,259...,G.K. Koppersingel,1940,Z,104324.95,489375.84,Haarlem%2022.jpg,Kloppersingel,,,
Haarlem,23,Haarlem 20,259...,"R.K.K. Lydwina,  Rijksstraatweg",1940,,104529.22,490614.04,Haarlem%2023.jpg,,,,
Haarlem,24,Haarlem 44,259...,Waalse kerk Begijnhof,1949,N,104050.22,488559.84,Haarlem%2024.jpg,Begijnhof,,,
Haarlem,25,Haarlem II,259314,R.K.K. H. Bavo,,,102900.52,487913.94,Haarlem%2025.jpg,,,,
Haarlem,26,Haarlem 23,259320,Chr. G.K. Haarlem,1940,Z,104646.69,490345.3,Haarlem%2026.jpg,Floresstraat,,,
Haarlem,27,Haarlem 7,259...,H.K. Janskerk,1949,O,103974.06,488641.83,Haarlem%2027.jpg,,,,
Haarlem,28,Haarlem 18,259...,"IJsfabriek van het abbatoir, Nic. Van der Laanstraat",23 juni 1916,W,104854.65,487489.21,Haarlem%2028.jpg,,,,
Haarlem,29,Haarlem 42,259...,St. Jozephschool,1940,Z,103434.43,489010.39,Haarlem%2029.jpg,,,,
Haarlem,30,Haarlem 24,259...,H.K. Julianakerk,1940,NW,104500.79,489755,Haarlem%2030.jpg,Kloosterstraat,,,
Haarlem,31,Haarlem 43,259...,R.K.K. St. Joseph,1949,,104022.67,488650.17,Haarlem%2031.jpg,,,,
Haarlem,32,Haarlem 10,259...,R.K.K. H. Hart,1949,Z,103592.26,489586.48,Haarlem%2032.jpg,Kleverparkweg,,,
Haarlem,33,Haarlem 10,259...,R.K.K. H. Hart,17 juli 1916,Z,103592.26,489586.48,Haarlem%2033.jpg,Kleverparkweg,,,
Haarlem,34,Haarlem 2,259...,R.K.K. Bavo kathedraal,2 juli 1916,ZO,102900.52,487913.94,Haarlem%2034.jpg,,,,
Haarlem,35,Haarlem 15,259...,R.K.K. Paul Krügerstraat,1972,Z,104324.26,489683.44,Haarlem%2035.jpg,,,,
Haarlem,36,Haarlem 2,259...,R.K.K. Bavo kathadraal,8 augustus 1932,W,102900.52,487913.94,Haarlem%2036.jpg,,,,
Haarlem,37,Haarlem 33,259...,H.K. Bakenessertoren,21 augustus 1898,NW,104232.94,488444.26,Haarlem%2037.jpg,,,,
Haarlemmerliede,1,Haarlemmerliede 1,259319,R.K.K. Haarlemmerliede,12 juli 1915,NO,107287.13,489277.15,Haarlemmerliede%2001.jpg,,,,
Haarlemmermeer,1,Crucquius,259...,Stoomgemaal,16 juni 1916,NW,103947.61,483616.3,Haarlemmermeer%2001.jpg,,,,
Haarlemmermeer,2,Haarlemmermeer 13,259303,Fokker E.T.C. Haarlemmermeer,1972,,114086.55,478574.03,Haarlemmermeer%2002.jpg,,,,
Haarlemmermeer,3,Nieuwerkerk (NH),259...,R.K.K. Haarlemmermeer,22 juni 1916,W,111631.61,484531.27,Haarlemmermeer%2003.jpg,,,,
Haarzuilens,1,Haarzuilens 2,310902,R.K.K. De Haar,1975,Z,127590.55,459281.8,De%20Haar%2001.jpg,,,,
Haarzuilens,2,Haarzuilens 2,310902,R.K.K. De Haar,1975,Z,127590.55,459281.8,De%20Haar%2002.jpg,,,,
Haarzuilens,3,Haarzuilens 2,310902,R.K.K. De Haar,1975,Z,127590.55,459281.8,De%20Haar%2003.jpg,,,,
Haarzuilens,4,Haarzuilens 2,310902,R.K.K. De Haar,1975,Z,127590.55,459281.8,De%20Haar%2004.jpg,,,,
Haarzuilens,5,Haarzuilens 2,310902,R.K.K. De Haar,1975,Z,127590.55,459281.8,De%20Haar%2005.jpg,,,,
Haastrecht,1,Haastrecht 1,389338,H.K. Haastrecht,1976,,112892.09,446005.13,Haastrecht%2001.jpg,,,,
Haastrecht,2,Haastrecht 1,389338,H.K. Haastrecht,1976,,112892.09,446005.13,Haastrecht%2002.jpg,,,,
Haastrecht,3,Haastrecht 1,389338,H.K. Haastrecht,18 mei 1916,Z,112892.09,446005.13,Haastrecht%2003.jpg,,,,
Haastrecht,4,Haastrecht 1,389338,H.K. Haastrecht,1964,,112892.09,446005.13,Haastrecht%2004.jpg,,,,
Haastrecht,5,Haastrecht 1,389338,H.K. Haastrecht,1969,,112892.09,446005.13,Haastrecht%2005.jpg,,,,
Haastrecht,6,Haastrecht 2,389...,R.K.K. Haastrecht,18 mei 1916,NW,113136,445939,Haastrecht%2006.jpg,,,,
Haelen,1,Haelen 8,589321,"St. Lambertuskerk, Haelen",,,194823.77,360926.18,Haelen%2004.jpg,,,,
Haelen,2,Haelen 7,589...,Kasteel Aldenghoor Haelen,1949,NW,194574.16,360432.72,Haelen%2005.jpg,,,,
Hagestein,1,Hagestein,380329,H.K. Hagestein,mei 1963,,136685.38,443600.05,Hagestein%2001.jpg,,,,
Halder,1,St. Michielsgestel 5,459…,Missiehuis Nieuw-Herlaer Halder,13394,ZW,150681.03,406871.63,Halder%2001.jpg,,,,
Halder,2,St. Michielsgestel 5,459…,Missiehuis Nieuw-Herlaer Halder,13394,W,150681.03,406871.63,Halder%2002.jpg,,,,
Halfweg,1,Haarlemmerliede 5,259...,Raadhuis Halfweg,1952,NW,111127.35,488842.96,Halfweg%2001.jpg,Haarlemmerliede 5,,,
Halfweg,2,Halfweg 4,259...,R.K.K. Halfweg,6 oktober 1932,N,111994.1,488350.17,Halfweg%2002.jpg,,,,
Hall,1,Hall,330203,H.K. Hall,1974,,204094.9,458346.71,Hall%2001.jpg,,,,
Hall,2,Hall,330203,H.K. Hall,1974,,204094.9,458346.71,Hall%2002.jpg,,,,
Hall,3,Hall,330203,H.K. Hall,2 augustus 1905,NW,204094.9,458346.71,Hall%2003.jpg,,,,
Halle,1,,419318,H.K. Halle,1978,,226476.65,445191.6,Halle%2001.jpg,,,,
Halle,2,,419318,H.K. Halle,1978,,226476.65,445191.6,Halle%2002.jpg,,,,
Halle,3,,419318,H.K. Halle,1978,,226476.65,445191.6,Halle%2003.jpg,,,,
Hallum,1,Hallum 1,69111,H.K. Hallum,1960,,181535.37,591254.33,Hallum%2001.jpg,,,,
Hallum,2,Hallum 1,69111,H.K. Hallum,1960,,181535.37,591254.33,Hallum%2002.jpg,,,,
Hallum,3,Hallum 1,69111,H.K. Hallum,1960,,181535.37,591254.33,Hallum%2003.jpg,,,,
Hallum,4,Hallum 1,69111,H.K. Hallum,1960,,181535.37,591254.33,Hallum%2004.jpg,,,,
Hallum,5,Hallum 1,69111,H.K. Hallum,1959,Z,181535.37,591254.33,Hallum%2005.jpg,,,,
